id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;koperasi;no badan hukum;tanggal badan hukum;email;website;aktif;ketua;bentuk koperasi;jenis koperasi;kelompok koperasi;sektor usaha;klasifikasi;kesehatan;anggota pria;anggota wanita;tahun ind usaha;bulan;tahun 
22;15;JAMBI;1504;150401;1504012006;KOPERASI JAYA BERSAMA;40/BH/KDK.51/XI/00;22/11/2000;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
23;15;JAMBI;1504;150401;1504012010;KOPERASI SIDO MAKMUR;01/BH/KDK.51/VII/99;24/06/1999;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
24;15;JAMBI;1504;150401;1504012010;KOPERASI PEGAWAI NEGERI KARYA BERSAMA;518/08/BH/DPPK;14/10/2003;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
25;15;JAMBI;1504;150401;1504012010;KOPERASI SUKSES MANDIRI;24/BH/VI.5/2010;03/05/2010;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
26;15;JAMBI;1504;150401;1503082001;KOPERASI KONSUMEN BHAKTI BERSAMA TAPAH SARI;AHU-0007879.AH.01.26.TAHUN 2021;12/01/2021;-;-;TRUE;BUSTAMI M;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;PERDAGANGAN BESAR ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK;-;-;0;0;-;JANUARI;2023
27;15;JAMBI;1504;150401;1503082001;KOPERASI PRODUSEN MITRA USAHA REZEKI;AHU-0006532.AH.01.29.TAHUN 2022;08/12/2022;-;-;TRUE;IRHAMUL MAHMUDI;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
28;15;JAMBI;1504;150401;1504012004;KOPERASI HIJAU TUMBUH LESTARI;001374/BH/M.KUKM.2/V/2016;27/05/2016;-;-;TRUE;TARMIZI;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
29;15;JAMBI;1504;150401;1504012004;KOPERASI ALAM TUMBUH HIJAU;001375/BH/M.KUKM.2/V/2016;27/05/2016;-;-;TRUE;NAZRI CHUSNI;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
30;15;JAMBI;1504;150401;1504012004;KOPERASI RIMBO KARIMAH PERMAI;001379/BH/M.KUKM.2/V/2016;30/05/2016;rimbokarimahpermai@gmail.com;-;TRUE;MUHAMMAD YUSUP;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
31;15;JAMBI;1504;150401;1504012004;KOPERASI PEKERJA HARIAN;518/04/BH/DPPK/2003;05/03/2003;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
32;15;JAMBI;1504;150401;1504012004;KOPERASI ALAM SUMBER SEJAHTERA;001368/BH/M.KUKM.2/V/2016;26/05/2016;alamsumbersejahtera@gmail.com;-;TRUE;PURNADI;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
33;15;JAMBI;1504;150401;1504012004;Koperasi Pajar Hutan Kehidupan;003870/BH/M.KUKM.2/IV/2017;09/04/2017;-;-;TRUE;HENDRIANTO;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
34;15;JAMBI;1504;150401;1504012002;KOPERASI BUNGA PAYUNG SENGKATI;01/BH/VI.5/07;07/05/2007;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
35;15;JAMBI;1504;150401;1504012002;Koperasi Sejahtera Mandiri;03/BH/KWK.5/I/99;01/09/1999;-;-;TRUE;ROMZI;Primer Kabupaten/Kota;Pemasaran;Kop. Serba Usaha;JASA LAINNYA;-;-;192;13;-;JANUARI;2023
36;15;JAMBI;1504;150401;1504012002;KOPERASI PEMASARAN SINAR MULYA TANI;AHU-0016856.AH.01.26.TAHUN 2022;28/03/2022;-;-;TRUE;SUDARSO;Primer Kabupaten/Kota;Pemasaran;Kop. Lainnya;PERTANIAN PADI HIBRIDA;-;-;0;0;-;JANUARI;2023
37;15;JAMBI;1504;150401;1504012016;KOPERASI DUO SEPAKAT;545. TAHUN 2014;11/11/2014;bungo_ars@yahoo.go.id;-;TRUE;M. TARMIZI AB;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;Cukup Berkualitas (CB);Sehat;61;0;2021;JANUARI;2023
38;15;JAMBI;1504;150401;1504012016;KOPERASI ADIDAYA SEJAHTERA;487 TAHUN 2015;07/09/2015;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
39;15;JAMBI;1504;150401;1504012008;Koperasi Puar Jaya;"518/06/BH/DPPK						";14/05/2014;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
40;15;JAMBI;1504;150401;1504012008;KOPERASI JASA SUNGAI PUAR MANDIRI;AHU-0001054.AH.01.26.TAHUN 2019;11/12/2019;-;-;TRUE;ANDRI FEBRIANDI.S.SOS;Primer Kabupaten/Kota;Jasa;Kop. Tenaga Kerja Bongkar Muat (TKBM);PERTANIAN BIJI-BIJIAN PENGHASIL MINYAK MAKAN;Cukup Berkualitas (CB);Cukup Sehat;43;23;2020;JANUARI;2023
41;15;JAMBI;1504;150401;1504012008;KOPERASI DANGLO MANDIRI;289 tahun 2015;24/04/2015;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
42;15;JAMBI;1504;150401;1504012013;KOPERASI PRODUSEN MAKMUR;02/BH/KWK.5/1/99;09/01/1999;-;-;TRUE;BUSTAMAM;Primer Kabupaten/Kota;Produsen;Kop. Simpan Pinjam dan Pembiayaan Syariah;PERDAGANGAN BESAR BUAH YANG MENGANDUNG MINYAK;-;-;70;10;2021;JANUARI;2023
43;15;JAMBI;1504;150401;1504012013;KOPERASI PRODUSEN BELIDO JAYA PERMAI;AHU-0000040.AH.01.29.TAHUN 2023;06/01/2023;-;-;TRUE;SYAMSUDIN;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
44;15;JAMBI;1504;150401;1504012008;KOPERASI JASA HARAPAN TANJUNG PUTRA;AHU-0001844.AH.01.26.TAHUN 2020;23/01/2020;-;-;TRUE;JAINURI;Primer Kabupaten/Kota;Jasa;Kop. Tenaga Kerja Bongkar Muat (TKBM);PERTANIAN BIJI-BIJIAN PENGHASIL MINYAK MAKAN;Cukup Berkualitas (CB);Cukup Sehat;35;2;2020;JANUARI;2023
45;15;JAMBI;1504;150406;1501192014;Koperasi Aur Baru;530/BH/IX/96;28/09/1996;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
46;15;JAMBI;1504;150406;1504062001;Koperasi Citra Batu Sawar Permai;12/BH/IV/00;05/04/2000;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
47;15;JAMBI;1504;150406;1504062002;Koperasi Kita Jaya Bersama;15/BH/VII/99;30/07/1999;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
48;15;JAMBI;1504;150406;1504062002;Koperasi Perk Keramat Darah Putih;7/BH/V/01;30/05/2001;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
49;15;JAMBI;1504;150406;1504062012;Koperasi Perk Mandiri;29/BH/VIII/00;02/08/2000;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
50;15;JAMBI;1504;150406;1504062012;Koperasi Ruan Putra Anak Dalam;24/BH/IX/99;20/09/1999;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
51;15;JAMBI;1504;150406;1504062013;Koperasi SAD;31/BH/IX/00;21/09/2000;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
52;15;JAMBI;1504;150406;1504062007;Koperasi Sri Tanjung;35/BH/IX/00;30/09/2000;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
53;15;JAMBI;1504;150406;1504061014;Koperasi Maro Sebo Ulu;331/BH/VII/96;02/07/1996;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
54;15;JAMBI;1504;150406;1504062006;Koperasi Unit Desa Sri Harapan;518/07/BH/XII/DPPK;27/12/2002;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
55;15;JAMBI;1504;150406;1501022005;Koperasi Bina Bersama;06/BH/VI.5/2008;16/05/2008;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
56;15;JAMBI;1504;150406;1502021013;Koperasi Syariah Al Muhajaadah;518/57/BH/KOPERINDAG/VI/2008;04/06/2008;-;-;FALSE;-;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam dan Pembiayaan Syariah;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
57;15;JAMBI;1504;150406;1504062011;Koperasi Rimba Raya;07/BH/VI.5/2008;02/06/2008;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
58;15;JAMBI;1504;150406;1504062006;Koperasi Lateksi Mandiri Jaya;27/BH/VI.5/2010;24/04/2010;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
59;15;JAMBI;1504;150406;1504062017;Koperasi Perkebunan Horas Brother;"26/BH/VI.5/2010						";03/05/2010;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
60;15;JAMBI;1504;150406;1504062007;Koperasi Buluh Kasab Makmur;002398/BH/M.KUKM.2/X/2016;24/10/2016;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
61;15;JAMBI;1504;150406;1504062003;Koperasi Karyawan Batanghari Sejahtera;003508/BH/M.KUKM.2/II/2017;24/02/2017;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
62;15;JAMBI;1504;150406;1501022005;Koperasi Sinar Harapan Baru;003656/BH/M.KUKM.2/III/2017;17/03/2017;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
63;15;JAMBI;1504;150406;1504061014;Koperasi Suka Jadi Sejahtera;003791/BH/M.KUKM.2/IV/2017;04/04/2017;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
64;15;JAMBI;1504;150406;1501192014;KOPERASI TRI MULYA BERSAMA;26/BH/VI.5/2010;03/05/2010;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
65;15;JAMBI;1504;150406;1504062006;Koperasi Tangkit Jaya Sejahtera;005661/BH/M.KUKM.2/X/2017;13/10/2017;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
66;15;JAMBI;1504;150406;1504062006;KOPERASI RUKUN SEJAHTERA;546 TAHUN 2014;11/04/2014;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
67;15;JAMBI;1504;150406;1504062010;KOPERASI KELAPO MANDIRI;20/BH/VI.5/2009;26/11/2009;-;-;TRUE;ISHAK JUARSYAH;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
68;15;JAMBI;1504;150406;1504062010;KOPERASI PRODUSEN BERUMBUNG BANDUNG TIGO;AHU-0000466.AH.01.29.TAHUN 2022;12/04/2022;-;-;TRUE;USMAN;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
69;15;JAMBI;1504;150406;-;KOPERASI LUBUK INTAN;"07/Perindagkop/V/01		";30/05/2001;lubukintan9@gmail.com;-;TRUE;NANI;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;Berkualitas (B);Sehat;400;128;2021;JANUARI;2023
70;15;JAMBI;1504;150406;1504062002;KOPERASI PRODUSEN BAITUL MAHMUDAH DARDA;AHU-0010023.AH.01.26.TAHUN 2021;27/04/2021;-;-;TRUE;IDI AMIN DONGORAN, S.AG;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;PERTANIAN BIJI-BIJIAN PENGHASIL MINYAK MAKAN;-;-;0;0;-;JANUARI;2023
71;15;JAMBI;1504;150406;1504062005;KOPERASI SUNGAI AUR INDAH;03/BH/VI.5/07;20/08/2007;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
72;15;JAMBI;1504;150406;1504061014;KOPERASI RENGAS MANDIRI;14/BH/VI.5/08;05/12/2008;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
73;15;JAMBI;1504;150406;1504061014;KOPERASI PRODUSEN EMPAT PILAR PUTRA;02/BH/VI.5/2014;18/03/2014;jais32442@gmail.com;-;TRUE;JUNAIDI;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;Cukup Berkualitas (CB);Cukup Sehat;49;23;2021;JANUARI;2023
74;15;JAMBI;1504;150406;1504061014;KOPERASI PRODUSEN RENGAS JAYA SEJAHTERA;AHU-0005387.AH.01.29.TAHUN 2022;10/10/2022;-;-;TRUE;MUS MULYADI;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
75;15;JAMBI;1504;150406;1504062011;KOPERASI TUMENGGUNG HAKIM;385  Tahun 2015;15/06/2015;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
76;15;JAMBI;1504;150406;1504062011;KOPERASI RADEN INTAN LESTARI;300 TAHUN 2015;24/04/2015;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
77;15;JAMBI;1504;150406;1504062011;KOPERASI PRODUSEN TEMENGGUNG SUKO BARAJO;AHU-0003568.AH.01.29.TAHUN 2022;05/07/2022;-;-;TRUE;UNTUNG ABDULLAH;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
78;15;JAMBI;1504;150406;1504062012;Koperasi Ruan Putra Jaya;005297/BH/M.KUKM.2/IX/2017;18/09/2017;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
79;15;JAMBI;1504;150406;1501022005;KOPERASI TEBING INDAH;518/01/BH/DPPK/2004;30/04/2004;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
80;15;JAMBI;1504;150406;1501022005;KOPERASI SERUMPUN TANI;13/BH/VI.5/08;25/09/2008;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
81;15;JAMBI;1504;150406;1501022005;KOPERASI KARTIKO MUKTI;18/BH/VI.5/2010;21/07/2010;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
82;15;JAMBI;1504;150406;1501022005;Koperasi BMT Marsudi Mulya UPT;31/BH/VI.5/VI.5/2010;22/12/2010;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
83;15;JAMBI;1504;150406;1504062003;Koperasi Bangun Mitra;39/BH/KDK.51/XI/1999;15/11/1999;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
84;15;JAMBI;1504;150406;1504062003;Koperasi Leban Rindang Sakti;05/BH/VI.5/2008;31/03/2008;-;-;TRUE;SYARGAWI ISMAIL;Primer Kabupaten/Kota;Konsumen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
85;15;JAMBI;1504;150404;1504041012;Koperasi Agung;96/BH/III/96;22/03/1996;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
86;15;JAMBI;1504;150404;1504042001;Koperasi Unit Desa Harapan Sejahtera;27/BH/KWK.5/IX/1999;27/09/1999;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;KUD;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JANUARI;2023
87;15;JAMBI;1504;150404;1504042015;Koperasi Unit Desa Hatsari;374/BH/VIII/96;27/08/1996;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
88;15;JAMBI;1504;150404;1504042008;Koperasi Bangun Putra;31/BH/X/99;11/10/1999;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
89;15;JAMBI;1504;150404;1504042007;Koperasi Batin Jaya;41/BH/V/99;28/05/1999;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
90;15;JAMBI;1504;150404;1504042005;Koperasi Empat Sekato;7/BH/II/00;28/02/2000;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
91;15;JAMBI;1504;150404;1504042008;Koperasi Harapan Makmur;1/BH/VI/99;23/06/1999;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
92;15;JAMBI;1504;150404;1504042006;Koperasi Ikatan Petani Batin XXIV;36/BH/X/00;06/10/2000;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
93;15;JAMBI;1504;150404;1504042004;Koperasi Tani Barokah;26/BH/V/99;08/05/1999;-;-;FALSE;-;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
94;15;JAMBI;1504;150404;1504041003;Koperasi Ruap Jaya;04/BH/KDK.51/IV/2001;20/04/2001;-;-;FALSE;-;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
