NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan-desa;nilai_idm;status_idm
730;15;JAMBI;1504;150406;1504062013;0,7325;MAJU
731;15;JAMBI;1504;150406;1504062015;0,6973;BERKEMBANG
732;15;JAMBI;1504;150406;1504062016;0,693;BERKEMBANG
733;15;JAMBI;1504;150406;1504062017;0,774;MAJU
734;15;JAMBI;1504;150407;1504072001;0,8244;MANDIRI
735;15;JAMBI;1504;150407;1504072002;0,8763;MANDIRI
736;15;JAMBI;1504;150407;1504072003;0,9286;MANDIRI
737;15;JAMBI;1504;150407;1504072005;0,9271;MANDIRI
738;15;JAMBI;1504;150407;1504072006;0,9067;MANDIRI
739;15;JAMBI;1504;150407;1504072007;0,8919;MANDIRI
740;15;JAMBI;1504;150407;1504072008;0,8497;MANDIRI
741;15;JAMBI;1504;150407;1504072009;0,8613;MANDIRI
742;15;JAMBI;1504;150407;1504072010;0,8559;MANDIRI
743;15;JAMBI;1504;150408;1504082001;0,8183;MANDIRI
744;15;JAMBI;1504;150408;1504082002;0,8473;MANDIRI
745;15;JAMBI;1504;150408;1504082003;0,8114;MAJU
746;15;JAMBI;1504;150408;1504082004;0,7811;MAJU
747;15;JAMBI;1504;150408;1504082005;0,8186;MANDIRI
748;15;JAMBI;1504;150408;1504082006;0,8433;MANDIRI
749;15;JAMBI;1504;150408;1504082007;0,8249;MANDIRI
750;15;JAMBI;1505;150501;1505012002;0,834;MANDIRI
751;15;JAMBI;1505;150501;1505012004;0,8376;MANDIRI
752;15;JAMBI;1505;150501;1505012005;0,8379;MANDIRI
753;15;JAMBI;1505;150501;1505012006;0,8657;MANDIRI
754;15;JAMBI;1505;150501;1505012007;0,92;MANDIRI
755;15;JAMBI;1505;150501;1505012008;0,8265;MANDIRI
756;15;JAMBI;1505;150501;1505012009;0,8338;MANDIRI
757;15;JAMBI;1505;150501;1505012010;0,7278;MAJU
758;15;JAMBI;1505;150501;1505012011;0,834;MANDIRI
759;15;JAMBI;1505;150501;1505012012;0,8308;MANDIRI
760;15;JAMBI;1505;150501;1505012013;0,7567;MAJU
761;15;JAMBI;1505;150501;1505012014;0,8525;MANDIRI
762;15;JAMBI;1505;150501;1505012015;0,8346;MANDIRI
763;15;JAMBI;1505;150501;1505012016;0,8627;MANDIRI
764;15;JAMBI;1505;150501;1505012017;0,84;MANDIRI
765;15;JAMBI;1505;150501;1505012019;0,8365;MANDIRI
766;15;JAMBI;1505;150501;1505012020;0,8383;MANDIRI
767;15;JAMBI;1505;150501;1505012021;0,9498;MANDIRI
768;15;JAMBI;1505;150501;1505012022;0,8346;MANDIRI
769;15;JAMBI;1505;150502;1505022001;0,7427;MAJU
770;15;JAMBI;1505;150502;1505022002;0,7071;BERKEMBANG
771;15;JAMBI;1505;150502;1505022003;0,8151;MAJU
772;15;JAMBI;1505;150502;1505022004;0,7948;MAJU
773;15;JAMBI;1505;150502;1505022005;0,7146;MAJU
774;15;JAMBI;1505;150502;1505022006;0,7365;MAJU
775;15;JAMBI;1505;150502;1505022007;0,7316;MAJU
776;15;JAMBI;1505;150502;1505022008;0,7756;MAJU
777;15;JAMBI;1505;150502;1505022009;0,7808;MAJU
778;15;JAMBI;1505;150502;1505022011;0,75;MAJU
779;15;JAMBI;1505;150502;1505022012;0,6894;BERKEMBANG
780;15;JAMBI;1505;150502;1505022013;0,827;MANDIRI
781;15;JAMBI;1505;150502;1505022014;0,7403;MAJU
782;15;JAMBI;1505;150502;1505022015;0,8627;MANDIRI
783;15;JAMBI;1505;150502;1505022016;0,7827;MAJU
784;15;JAMBI;1505;150503;1505032001;0,6656;BERKEMBANG
785;15;JAMBI;1505;150503;1505032002;0,621;BERKEMBANG
786;15;JAMBI;1505;150503;1505032003;0,6625;BERKEMBANG
787;15;JAMBI;1505;150503;1505032004;0,657;BERKEMBANG
788;15;JAMBI;1505;150503;1505032005;0,6537;BERKEMBANG
789;15;JAMBI;1505;150503;1505032006;0,7111;MAJU
790;15;JAMBI;1505;150503;1505032007;0,6259;BERKEMBANG
791;15;JAMBI;1505;150503;1505032009;0,6498;BERKEMBANG
792;15;JAMBI;1505;150503;1505032010;0,6544;BERKEMBANG
793;15;JAMBI;1505;150503;1505032011;0,6598;BERKEMBANG
794;15;JAMBI;1505;150503;1505032013;0,6692;BERKEMBANG
795;15;JAMBI;1505;150503;1505032014;0,6968;BERKEMBANG
796;15;JAMBI;1505;150503;1505032016;0,6749;BERKEMBANG
797;15;JAMBI;1505;150503;1505032017;0,8308;MANDIRI
798;15;JAMBI;1505;150503;1505032018;0,687;BERKEMBANG
799;15;JAMBI;1505;150503;1505032019;0,6371;BERKEMBANG
800;15;JAMBI;1505;150504;1505042001;0,7608;MAJU
801;15;JAMBI;1505;150504;1505042003;0,776;MAJU
802;15;JAMBI;1505;150504;1505042004;0,7819;MAJU
803;15;JAMBI;1505;150504;1505042005;0,7841;MAJU
804;15;JAMBI;1505;150504;1505042006;0,7116;MAJU
805;15;JAMBI;1505;150504;1505042007;0,8717;MANDIRI
806;15;JAMBI;1505;150504;1505042016;0,7237;MAJU
807;15;JAMBI;1505;150504;1505042017;0,6438;BERKEMBANG
808;15;JAMBI;1505;150504;1505042018;0,707;BERKEMBANG
809;15;JAMBI;1505;150504;1505042019;0,7011;BERKEMBANG
810;15;JAMBI;1505;150504;1505042020;0,7386;MAJU
811;15;JAMBI;1505;150505;1505052001;0,719;MAJU
812;15;JAMBI;1505;150505;1505052002;0,6738;BERKEMBANG
813;15;JAMBI;1505;150505;1505052003;0,7003;BERKEMBANG
814;15;JAMBI;1505;150505;1505052004;0,7013;BERKEMBANG
815;15;JAMBI;1505;150505;1505052005;0,7779;MAJU
816;15;JAMBI;1505;150505;1505052006;0,7862;MAJU
817;15;JAMBI;1505;150505;1505052010;0,7056;BERKEMBANG
818;15;JAMBI;1505;150505;1505052011;0,7022;BERKEMBANG
819;15;JAMBI;1505;150505;1505052012;0,6697;BERKEMBANG
820;15;JAMBI;1505;150505;1505052015;0,7073;MAJU
821;15;JAMBI;1505;150505;1505052016;0,8197;MANDIRI
822;15;JAMBI;1505;150505;1505052017;0,7135;MAJU
823;15;JAMBI;1505;150505;1505052018;0,6733;BERKEMBANG
824;15;JAMBI;1505;150505;1505052019;0,7305;MAJU
825;15;JAMBI;1505;150506;1505062001;0,7748;MAJU
826;15;JAMBI;1505;150506;1505062002;0,6924;BERKEMBANG
827;15;JAMBI;1505;150506;1505062003;0,8398;MANDIRI
828;15;JAMBI;1505;150506;1505062004;0,706;BERKEMBANG
829;15;JAMBI;1505;150506;1505062005;0,8179;MANDIRI
830;15;JAMBI;1505;150506;1505062008;0,6967;BERKEMBANG
831;15;JAMBI;1505;150506;1505062009;0,6803;BERKEMBANG
832;15;JAMBI;1505;150506;1505062010;0,689;BERKEMBANG
833;15;JAMBI;1505;150506;1505062011;0,6506;BERKEMBANG
834;15;JAMBI;1505;150506;1505062012;0,6568;BERKEMBANG
835;15;JAMBI;1505;150506;1505062013;0,716;MAJU
836;15;JAMBI;1505;150506;1505062014;0,6049;BERKEMBANG
837;15;JAMBI;1505;150506;1505062015;0,6533;BERKEMBANG
838;15;JAMBI;1505;150506;1505062016;0,7083;MAJU
839;15;JAMBI;1505;150506;1505062017;0,6367;BERKEMBANG
840;15;JAMBI;1505;150506;1505062018;0,67;BERKEMBANG
841;15;JAMBI;1505;150506;1505062023;0,7127;MAJU
842;15;JAMBI;1505;150506;1505062024;0,8284;MANDIRI
843;15;JAMBI;1505;150507;1505072004;0,8189;MANDIRI
844;15;JAMBI;1505;150507;1505072005;0,9108;MANDIRI
845;15;JAMBI;1505;150507;1505072006;0,7848;MAJU
846;15;JAMBI;1505;150507;1505072007;0,8884;MANDIRI
847;15;JAMBI;1505;150507;1505072012;0,7078;MAJU
848;15;JAMBI;1505;150507;1505072013;0,7316;MAJU
849;15;JAMBI;1505;150507;1505072018;0,7562;MAJU
850;15;JAMBI;1505;150507;1505072021;0,7767;MAJU
851;15;JAMBI;1505;150507;1505072025;0,829;MANDIRI
852;15;JAMBI;1505;150507;1505072033;0,7283;MAJU
853;15;JAMBI;1505;150507;1505072034;0,7137;MAJU
854;15;JAMBI;1505;150508;1505082001;0,8494;MANDIRI
855;15;JAMBI;1505;150508;1505082002;0,8121;MAJU
856;15;JAMBI;1505;150508;1505082003;0,7024;BERKEMBANG
857;15;JAMBI;1505;150508;1505082004;0,704;BERKEMBANG
858;15;JAMBI;1505;150508;1505082005;0,833;MANDIRI
859;15;JAMBI;1505;150508;1505082006;0,8362;MANDIRI
860;15;JAMBI;1505;150508;1505082007;0,9329;MANDIRI
861;15;JAMBI;1505;150508;1505082008;0,7894;MAJU
862;15;JAMBI;1505;150508;1505082009;0,8732;MANDIRI
863;15;JAMBI;1505;150508;1505082010;0,8002;MAJU
864;15;JAMBI;1505;150508;1505082011;0,7078;MAJU
865;15;JAMBI;1505;150508;1505082012;0,7335;MAJU
866;15;JAMBI;1505;150508;1505082013;0,9106;MANDIRI
867;15;JAMBI;1505;150508;1505082014;0,7763;MAJU
868;15;JAMBI;1505;150508;1505082015;0,7041;BERKEMBANG
869;15;JAMBI;1505;150509;1505092001;0,6997;BERKEMBANG
870;15;JAMBI;1505;150509;1505092002;0,6925;BERKEMBANG
871;15;JAMBI;1505;150509;1505092003;0,6737;BERKEMBANG
872;15;JAMBI;1505;150509;1505092004;0,6817;BERKEMBANG
873;15;JAMBI;1505;150509;1505092005;0,6721;BERKEMBANG
874;15;JAMBI;1505;150509;1505092006;0,6816;BERKEMBANG
875;15;JAMBI;1505;150509;1505092007;0,6902;BERKEMBANG
876;15;JAMBI;1505;150509;1505092008;0,656;BERKEMBANG
877;15;JAMBI;1505;150509;1505092009;0,7763;MAJU
878;15;JAMBI;1505;150509;1505092010;0,6395;BERKEMBANG
879;15;JAMBI;1505;150509;1505092011;0,6762;BERKEMBANG
880;15;JAMBI;1505;150510;1505102001;0,8183;MANDIRI
881;15;JAMBI;1505;150510;1505102002;0,6925;BERKEMBANG
882;15;JAMBI;1505;150510;1505102003;0,6989;BERKEMBANG
883;15;JAMBI;1505;150510;1505102004;0,6537;BERKEMBANG
884;15;JAMBI;1505;150510;1505102005;0,696;BERKEMBANG
885;15;JAMBI;1505;150510;1505102006;0,7281;MAJU
886;15;JAMBI;1505;150510;1505102007;0,7021;BERKEMBANG
887;15;JAMBI;1505;150510;1505102008;0,6595;BERKEMBANG
888;15;JAMBI;1505;150510;1505102009;0,7446;MAJU
889;15;JAMBI;1505;150510;1505102010;0,6775;BERKEMBANG
890;15;JAMBI;1505;150511;1505112001;0,7576;MAJU
891;15;JAMBI;1505;150511;1505112002;0,8313;MANDIRI
892;15;JAMBI;1505;150511;1505112003;0,7467;MAJU
893;15;JAMBI;1505;150511;1505112004;0,8152;MAJU
894;15;JAMBI;1505;150511;1505112005;0,676;BERKEMBANG
895;15;JAMBI;1505;150511;1505112006;0,6594;BERKEMBANG
896;15;JAMBI;1505;150511;1505112007;0,6889;BERKEMBANG
897;15;JAMBI;1505;150511;1505112008;0,6876;BERKEMBANG
898;15;JAMBI;1505;150511;1505112009;0,7081;MAJU
899;15;JAMBI;1505;150511;1505112010;0,6652;BERKEMBANG
900;15;JAMBI;1506;150601;1506012001;0,6444;BERKEMBANG
901;15;JAMBI;1506;150601;1506012002;0,6295;BERKEMBANG
902;15;JAMBI;1506;150601;1506012003;0,6019;BERKEMBANG
903;15;JAMBI;1506;150601;1506012004;0,6702;BERKEMBANG
904;15;JAMBI;1506;150601;1506012006;0,656;BERKEMBANG
905;15;JAMBI;1506;150601;1506012017;0,7092;MAJU
906;15;JAMBI;1506;150601;1506012019;0,697;BERKEMBANG
907;15;JAMBI;1506;150601;1506012020;0,6217;BERKEMBANG
908;15;JAMBI;1506;150601;1506012021;0,6686;BERKEMBANG
909;15;JAMBI;1506;150602;1506022003;0,6517;BERKEMBANG
910;15;JAMBI;1506;150602;1506022014;0,6797;BERKEMBANG
911;15;JAMBI;1506;150603;1506032006;0,7017;BERKEMBANG
912;15;JAMBI;1506;150603;1506032007;0,6792;BERKEMBANG
913;15;JAMBI;1506;150603;1506032008;0,6465;BERKEMBANG
914;15;JAMBI;1506;150603;1506032012;0,6214;BERKEMBANG
915;15;JAMBI;1506;150603;1506032013;0,6143;BERKEMBANG
916;15;JAMBI;1506;150603;1506032014;0,6303;BERKEMBANG
917;15;JAMBI;1506;150603;1506032015;0,6444;BERKEMBANG
918;15;JAMBI;1506;150603;1506032016;0,6479;BERKEMBANG
919;15;JAMBI;1506;150603;1506032017;0,6238;BERKEMBANG
920;15;JAMBI;1506;150603;1506032018;0,6589;BERKEMBANG
921;15;JAMBI;1506;150603;1506032019;0,6329;BERKEMBANG
922;15;JAMBI;1506;150603;1506032020;0,624;BERKEMBANG
923;15;JAMBI;1506;150604;1506042001;0,7486;MAJU
924;15;JAMBI;1506;150604;1506042008;0,6306;BERKEMBANG
925;15;JAMBI;1506;150604;1506042009;0,7698;MAJU
926;15;JAMBI;1506;150604;1506042010;0,6648;BERKEMBANG
927;15;JAMBI;1506;150604;1506042011;0,6746;BERKEMBANG
928;15;JAMBI;1506;150604;1506042012;0,6511;BERKEMBANG
929;15;JAMBI;1506;150604;1506042013;0,7221;MAJU
930;15;JAMBI;1506;150604;1506042014;0,6721;BERKEMBANG
931;15;JAMBI;1506;150604;1506042015;0,723;MAJU
932;15;JAMBI;1506;150604;1506042016;0,7381;MAJU
933;15;JAMBI;1506;150604;1506042017;0,721;MAJU
934;15;JAMBI;1506;150605;1506052005;0,6311;BERKEMBANG
935;15;JAMBI;1506;150605;1506052006;0,7329;MAJU
936;15;JAMBI;1506;150605;1506052008;0,6292;BERKEMBANG
937;15;JAMBI;1506;150605;1506052012;0,7321;MAJU
938;15;JAMBI;1506;150605;1506052013;0,8221;MANDIRI
939;15;JAMBI;1506;150605;1506052014;0,8211;MANDIRI
940;15;JAMBI;1506;150605;1506052018;0,8379;MANDIRI
941;15;JAMBI;1506;150605;1506052020;0,6425;BERKEMBANG
942;15;JAMBI;1506;150605;1506052021;0,7411;MAJU
943;15;JAMBI;1506;150606;1506062002;0,89;MANDIRI
944;15;JAMBI;1506;150606;1506062003;0,7149;MAJU
945;15;JAMBI;1506;150606;1506062004;0,754;MAJU
946;15;JAMBI;1506;150606;1506062005;0,6592;BERKEMBANG
947;15;JAMBI;1506;150606;1506062006;0,7092;MAJU
948;15;JAMBI;1506;150606;1506062007;0,7075;MAJU
949;15;JAMBI;1506;150606;1506062008;0,6443;BERKEMBANG
950;15;JAMBI;1506;150606;1506062009;0,7824;MAJU
951;15;JAMBI;1506;150606;1506062010;0,7686;MAJU
952;15;JAMBI;1506;150607;1506072002;0,7216;MAJU
953;15;JAMBI;1506;150607;1506072003;0,8038;MAJU
954;15;JAMBI;1506;150607;1506072004;0,6698;BERKEMBANG
955;15;JAMBI;1506;150607;1506072005;0,7351;MAJU
956;15;JAMBI;1506;150607;1506072006;0,6521;BERKEMBANG
957;15;JAMBI;1506;150607;1506072007;0,7021;BERKEMBANG
958;15;JAMBI;1506;150607;1506072008;0,599;BERKEMBANG
959;15;JAMBI;1506;150607;1506072009;0,6063;BERKEMBANG
960;15;JAMBI;1506;150607;1506072010;0,6706;BERKEMBANG
961;15;JAMBI;1506;150607;1506072011;0,666;BERKEMBANG
962;15;JAMBI;1506;150608;1506082002;0,6424;BERKEMBANG
963;15;JAMBI;1506;150608;1506082003;0,7494;MAJU
964;15;JAMBI;1506;150608;1506082004;0,7227;MAJU
965;15;JAMBI;1506;150608;1506082005;0,7073;MAJU
966;15;JAMBI;1506;150608;1506082006;0,72;MAJU
967;15;JAMBI;1506;150608;1506082007;0,6865;BERKEMBANG
968;15;JAMBI;1506;150608;1506082008;0,6625;BERKEMBANG
969;15;JAMBI;1506;150608;1506082009;0,6719;BERKEMBANG
970;15;JAMBI;1506;150608;1506082010;0,6667;BERKEMBANG
971;15;JAMBI;1506;150609;1506092002;0,817;MANDIRI
972;15;JAMBI;1506;150609;1506092003;0,7581;MAJU
973;15;JAMBI;1506;150609;1506092004;0,7175;MAJU
974;15;JAMBI;1506;150609;1506092005;0,8527;MANDIRI
975;15;JAMBI;1506;150609;1506092006;0,8635;MANDIRI
976;15;JAMBI;1506;150609;1506092007;0,774;MAJU
977;15;JAMBI;1506;150609;1506092008;0,7446;MAJU
978;15;JAMBI;1506;150609;1506092009;0,7184;MAJU
979;15;JAMBI;1506;150609;1506092010;0,7167;MAJU
980;15;JAMBI;1506;150610;1506102002;0,6179;BERKEMBANG
981;15;JAMBI;1506;150610;1506102003;0,6308;BERKEMBANG
982;15;JAMBI;1506;150610;1506102004;0,6706;BERKEMBANG
983;15;JAMBI;1506;150610;1506102005;0,6181;BERKEMBANG
984;15;JAMBI;1506;150610;1506102006;0,6971;BERKEMBANG
985;15;JAMBI;1506;150610;1506102007;0,7;BERKEMBANG
986;15;JAMBI;1506;150610;1506102008;0,6568;BERKEMBANG
987;15;JAMBI;1506;150611;1506112002;0,6705;BERKEMBANG
988;15;JAMBI;1506;150611;1506112003;0,6141;BERKEMBANG
989;15;JAMBI;1506;150611;1506112004;0,81;MAJU
990;15;JAMBI;1506;150611;1506112005;0,6721;BERKEMBANG
991;15;JAMBI;1506;150611;1506112006;0,6973;BERKEMBANG
992;15;JAMBI;1506;150611;1506112007;0,6573;BERKEMBANG
993;15;JAMBI;1506;150611;1506112008;0,6627;BERKEMBANG
994;15;JAMBI;1506;150611;1506112009;0,653;BERKEMBANG
995;15;JAMBI;1506;150611;1506112010;0,6568;BERKEMBANG
996;15;JAMBI;1506;150612;1506122002;0,631;BERKEMBANG
997;15;JAMBI;1506;150612;1506122003;0,6667;BERKEMBANG
998;15;JAMBI;1506;150612;1506122004;0,6014;BERKEMBANG
999;15;JAMBI;1506;150612;1506122005;0,6233;BERKEMBANG
1000;15;JAMBI;1506;150612;1506122006;0,6078;BERKEMBANG
1001;15;JAMBI;1506;150612;1506122007;0,6084;BERKEMBANG
1002;15;JAMBI;1506;150612;1506122008;0,6048;BERKEMBANG
1003;15;JAMBI;1506;150612;1506122009;0,6625;BERKEMBANG
1004;15;JAMBI;1506;150612;1506122010;0,6514;BERKEMBANG
1005;15;JAMBI;1506;150613;1506132002;0,6405;BERKEMBANG
1006;15;JAMBI;1506;150613;1506132003;0,6822;BERKEMBANG
1007;15;JAMBI;1506;150613;1506132004;0,689;BERKEMBANG
1008;15;JAMBI;1506;150613;1506132005;0,6735;BERKEMBANG
1009;15;JAMBI;1506;150613;1506132006;0,7887;MAJU
1010;15;JAMBI;1506;150613;1506132007;0,6922;BERKEMBANG
1011;15;JAMBI;1506;150613;1506132008;0,6959;BERKEMBANG
1012;15;JAMBI;1506;150613;1506132009;0,7054;BERKEMBANG
1013;15;JAMBI;1506;150613;1506132010;0,7013;BERKEMBANG
1014;15;JAMBI;1507;150701;1507012001;0,6529;BERKEMBANG
1015;15;JAMBI;1507;150701;1507012002;0,7479;MAJU
1016;15;JAMBI;1507;150701;1507012004;0,7733;MAJU
1017;15;JAMBI;1507;150701;1507012011;0,7151;MAJU
1018;15;JAMBI;1507;150701;1507012012;0,7086;MAJU
1019;15;JAMBI;1507;150701;1507012014;0,5852;TERTINGGAL
1020;15;JAMBI;1507;150701;1507012015;0,6084;BERKEMBANG
1021;15;JAMBI;1507;150701;1507012016;0,5694;TERTINGGAL
1022;15;JAMBI;1507;150701;1507012017;0,5879;TERTINGGAL
1023;15;JAMBI;1507;150701;1507012018;0,5867;TERTINGGAL
1024;15;JAMBI;1507;150702;1507022003;0,6889;BERKEMBANG
1025;15;JAMBI;1507;150702;1507022004;0,6425;BERKEMBANG
1026;15;JAMBI;1507;150702;1507022005;0,5916;TERTINGGAL
1027;15;JAMBI;1507;150702;1507022006;0,6298;BERKEMBANG
1028;15;JAMBI;1507;150702;1507022007;0,6413;BERKEMBANG
1029;15;JAMBI;1507;150702;1507022008;0,613;BERKEMBANG
1030;15;JAMBI;1507;150702;1507022009;0,703;BERKEMBANG
1031;15;JAMBI;1507;150702;1507022010;0,6021;BERKEMBANG
1032;15;JAMBI;1507;150703;1507032001;0,7146;MAJU
1033;15;JAMBI;1507;150703;1507032003;0,6722;BERKEMBANG
1034;15;JAMBI;1507;150703;1507032007;0,6073;BERKEMBANG
1035;15;JAMBI;1507;150703;1507032014;0,6303;BERKEMBANG
1036;15;JAMBI;1507;150703;1507032015;0,6759;BERKEMBANG
1037;15;JAMBI;1507;150703;1507032016;0,646;BERKEMBANG
1038;15;JAMBI;1507;150703;1507032017;0,7075;MAJU
1039;15;JAMBI;1507;150703;1507032018;0,6587;BERKEMBANG
1040;15;JAMBI;1507;150704;1507042004;0,6389;BERKEMBANG
1041;15;JAMBI;1507;150704;1507042005;0,8098;MAJU
1042;15;JAMBI;1507;150704;1507042007;0,7019;BERKEMBANG
1043;15;JAMBI;1507;150704;1507042008;0,6903;BERKEMBANG
1044;15;JAMBI;1507;150704;1507042009;0,659;BERKEMBANG
1045;15;JAMBI;1507;150704;1507042011;0,6124;BERKEMBANG
1046;15;JAMBI;1507;150704;1507042013;0,6924;BERKEMBANG
1047;15;JAMBI;1507;150704;1507042014;0,6944;BERKEMBANG
1048;15;JAMBI;1507;150704;1507042015;0,6341;BERKEMBANG
1049;15;JAMBI;1507;150704;1507042016;0,7037;BERKEMBANG
1050;15;JAMBI;1507;150705;1507052001;0,5583;TERTINGGAL
1051;15;JAMBI;1507;150705;1507052002;0,6649;BERKEMBANG
1052;15;JAMBI;1507;150705;1507052003;0,6429;BERKEMBANG
1053;15;JAMBI;1507;150705;1507052004;0,5917;TERTINGGAL
1054;15;JAMBI;1507;150705;1507052006;0,5057;TERTINGGAL
1055;15;JAMBI;1507;150705;1507052007;0,5702;TERTINGGAL
1056;15;JAMBI;1507;150705;1507052008;0,5306;TERTINGGAL
1057;15;JAMBI;1507;150705;1507052009;0,5594;TERTINGGAL
1058;15;JAMBI;1507;150706;1507062003;0,6203;BERKEMBANG
1059;15;JAMBI;1507;150706;1507062004;0,7744;MAJU
1060;15;JAMBI;1507;150706;1507062005;0,6421;BERKEMBANG
1061;15;JAMBI;1507;150706;1507062007;0,8567;MANDIRI
1062;15;JAMBI;1507;150706;1507062008;0,7783;MAJU
1063;15;JAMBI;1507;150706;1507062009;0,7;BERKEMBANG
1064;15;JAMBI;1507;150708;1507082003;0,7905;MAJU
1065;15;JAMBI;1507;150708;1507082004;0,6348;BERKEMBANG
1066;15;JAMBI;1507;150708;1507082005;0,707;BERKEMBANG
1067;15;JAMBI;1507;150708;1507082006;0,7349;MAJU
1068;15;JAMBI;1507;150709;1507092002;0,8281;MANDIRI
1069;15;JAMBI;1507;150709;1507092003;0,6568;BERKEMBANG
1070;15;JAMBI;1507;150709;1507092004;0,7011;BERKEMBANG
1071;15;JAMBI;1507;150709;1507092005;0,62;BERKEMBANG
1072;15;JAMBI;1507;150709;1507092006;0,6421;BERKEMBANG
1073;15;JAMBI;1507;150709;1507092007;0,6013;BERKEMBANG
1074;15;JAMBI;1507;150710;1507102001;0,6962;BERKEMBANG
1075;15;JAMBI;1507;150710;1507102002;0,7446;MAJU
1076;15;JAMBI;1507;150710;1507102004;0,827;MANDIRI
1077;15;JAMBI;1507;150710;1507102005;0,7473;MAJU
1078;15;JAMBI;1507;150710;1507102006;0,8171;MANDIRI
1079;15;JAMBI;1507;150710;1507102007;0,8154;MAJU
1080;15;JAMBI;1507;150710;1507102008;0,7243;MAJU
1081;15;JAMBI;1507;150710;1507102009;0,7537;MAJU
1082;15;JAMBI;1507;150711;1507112002;0,6771;BERKEMBANG
1083;15;JAMBI;1507;150711;1507112003;0,8005;MAJU
1084;15;JAMBI;1507;150711;1507112004;0,6011;BERKEMBANG
1085;15;JAMBI;1507;150711;1507112005;0,7863;MAJU
1086;15;JAMBI;1507;150711;1507112006;0,6846;BERKEMBANG
1087;15;JAMBI;1508;150801;1508012001;0,6905;BERKEMBANG
1088;15;JAMBI;1508;150801;1508012002;0,7003;BERKEMBANG
1089;15;JAMBI;1508;150801;1508012003;0,6906;BERKEMBANG
1090;15;JAMBI;1508;150801;1508012004;0,7976;MAJU
1091;15;JAMBI;1508;150801;1508012005;0,6646;BERKEMBANG
1092;15;JAMBI;1508;150801;1508012006;0,6717;BERKEMBANG
1093;15;JAMBI;1508;150801;1508012007;0,6867;BERKEMBANG
1094;15;JAMBI;1508;150801;1508012008;0,7016;BERKEMBANG
1095;15;JAMBI;1508;150801;1508012009;0,6997;BERKEMBANG
1096;15;JAMBI;1508;150801;1508012015;0,5886;TERTINGGAL
1097;15;JAMBI;1508;150801;1508012016;0,6719;BERKEMBANG
1098;15;JAMBI;1508;150802;1508022001;0,711;MAJU
1099;15;JAMBI;1508;150802;1508022002;0,6508;BERKEMBANG
1100;15;JAMBI;1508;150802;1508022003;0,7317;MAJU
1101;15;JAMBI;1508;150802;1508022004;0,6522;BERKEMBANG
1102;15;JAMBI;1508;150802;1508022005;0,6976;BERKEMBANG
1103;15;JAMBI;1508;150802;1508022015;0,6329;BERKEMBANG
1104;15;JAMBI;1508;150804;1508042001;0,7225;MAJU
1105;15;JAMBI;1508;150804;1508042002;0,8156;MANDIRI
1106;15;JAMBI;1508;150804;1508042003;0,804;MAJU
1107;15;JAMBI;1508;150804;1508042004;0,8614;MANDIRI
1108;15;JAMBI;1508;150804;1508042005;0,6665;BERKEMBANG
1109;15;JAMBI;1508;150804;1508042007;0,6197;BERKEMBANG
1110;15;JAMBI;1508;150804;1508042009;0,6281;BERKEMBANG
1111;15;JAMBI;1508;150804;1508042013;0,7854;MAJU
1112;15;JAMBI;1508;150804;1508042014;0,6325;BERKEMBANG
1113;15;JAMBI;1508;150804;1508042015;0,7294;MAJU
1114;15;JAMBI;1508;150805;1508052001;0,7378;MAJU
1115;15;JAMBI;1508;150805;1508052003;0,7878;MAJU
1116;15;JAMBI;1508;150805;1508052006;0,7425;MAJU
1117;15;JAMBI;1508;150805;1508052007;0,6721;BERKEMBANG
1118;15;JAMBI;1508;150805;1508052009;0,6837;BERKEMBANG
1119;15;JAMBI;1508;150805;1508052010;0,6944;BERKEMBANG
1120;15;JAMBI;1508;150805;1508052012;0,6944;BERKEMBANG
1121;15;JAMBI;1508;150805;1508052015;0,6949;BERKEMBANG
1122;15;JAMBI;1508;150805;1508052017;0,7017;BERKEMBANG
1123;15;JAMBI;1508;150805;1508052019;0,6838;BERKEMBANG
1124;15;JAMBI;1508;150806;1508062001;0,7052;BERKEMBANG
1125;15;JAMBI;1508;150806;1508062002;0,7114;MAJU
1126;15;JAMBI;1508;150806;1508062003;0,7484;MAJU
1127;15;JAMBI;1508;150806;1508062004;0,7067;BERKEMBANG
1128;15;JAMBI;1508;150806;1508062005;0,6121;BERKEMBANG
1129;15;JAMBI;1508;150806;1508062006;0,6421;BERKEMBANG
1130;15;JAMBI;1508;150806;1508062007;0,6192;BERKEMBANG
1131;15;JAMBI;1508;150806;1508062008;0,6408;BERKEMBANG
1132;15;JAMBI;1508;150806;1508062009;0,6484;BERKEMBANG
1133;15;JAMBI;1508;150806;1508062010;0,769;MAJU
1134;15;JAMBI;1508;150806;1508062011;0,7486;MAJU
1135;15;JAMBI;1508;150806;1508062012;0,8467;MANDIRI
1136;15;JAMBI;1508;150806;1508062013;0,7448;MAJU
1137;15;JAMBI;1508;150806;1508062014;0,676;BERKEMBANG
1138;15;JAMBI;1508;150806;1508062015;0,6305;BERKEMBANG
1139;15;JAMBI;1508;150807;1508072001;0,6711;BERKEMBANG
1140;15;JAMBI;1508;150807;1508072002;0,6729;BERKEMBANG
1141;15;JAMBI;1508;150807;1508072003;0,6879;BERKEMBANG
1142;15;JAMBI;1508;150807;1508072004;0,7629;MAJU
