id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;koperasi;no badan hukum;tanggal badan hukum;email;website;aktif;ketua;bentuk koperasi;jenis koperasi;kelompok koperasi;sektor usaha;klasifikasi;kesehatan;anggota pria;anggota wanita;tahun ind usaha;bulan;tahun
19;15;JAMBI;1508;150806;-;Koperasi Pelepat Sakti;06/BH/KOP,UKMPERINDAG/VIII/2009;07/08/2009;-;-;TRUE;BURHANUDDIN, S.PD;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;2021;JANUARI;2023
20;15;JAMBI;1508;150806;1508062009;KOPERASI PRODUSEN PELEPAT JAYA SAKTI;AHU-0001689.AH.01.26.TAHUN 2020;16/01/2020;-;-;TRUE;M. ZAKI;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;PERKEBUNAN BUAH KELAPA SAWIT;-;-;0;0;-;JANUARI;2023
21;15;JAMBI;1508;150806;1508062013;Koperasi Konsumen Aditya Karya Bersama;007557/BH/M.KUKM/II/2018;28/02/2018;-;-;TRUE;SUKARDI;Primer Kabupaten/Kota;Konsumen;Kopinkra;JASA KEUANGAN DAN ASURANSI;Berkualitas (B);Cukup Sehat;0;0;2021;JANUARI;2023
22;15;JAMBI;1508;150806;1508062013;Koperasi Unit Desa Cita Maju;704/BH/XV/1986;02/05/1986;-;-;TRUE;BEJO RIANTO;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
23;15;JAMBI;1508;150806;-;Koperasi Paluta Mandiri Jaya;011151/BH/M.KUKM.2/XII/2018;14/12/2018;-;-;TRUE;-;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
24;15;JAMBI;1508;150806;1508062003;Koperasi Sinar Mega Jaya;09/BH/VI.7/KOP.UKM/2012;27/12/2012;msp.pom@gunas.co.id;-;TRUE;ADE RAHMAT PUTRA, ST;Primer Kabupaten/Kota;Konsumen;Kopinkra;JASA KEUANGAN DAN ASURANSI;Berkualitas (B);Belum Dinilai;0;0;2021;JANUARI;2023
25;15;JAMBI;1508;150809;-;Koperasi Maja Sakti;7/BH/Disperindagkop;28/06/2004;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
26;15;JAMBI;1508;150809;1508092008;Koperasi Pertanian Timbul Usaha;97/BH/KDK.53/1999;02/07/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
27;15;JAMBI;1508;150809;1508092007;Koperasi Unit Desa Taruna Mekar;578/BH/XV;09/05/1984;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
28;15;JAMBI;1508;150809;1505032019;Koperasi Unit Desa Sumber Daya Guna;619/BH/XV;23/10/1985;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
29;15;JAMBI;1508;150809;1508092014;Koperasi Setia Mukti;198/BH/Disperindagkop;02/08/2003;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
30;15;JAMBI;1508;150809;1508092013;Koperasi Pertanian Tani Makmur;176/BH/Disperindagkop/2002;01/10/2002;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
31;15;JAMBI;1508;150809;1508092012;Koperasi Serba Usaha Mukti Mekar;177/BH/Disperindagkop;03/10/2002;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JANUARI;2023
32;15;JAMBI;1508;150809;1508092014;Koperasi Serba Usaha Mukti Jaya;151/BH/Disperindagkop;07/09/2002;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JANUARI;2023
33;15;JAMBI;1508;150809;1508092004;Koperasi Budi Kencana;182/BH/Disperindagkop;09/09/2002;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
34;15;JAMBI;1508;150809;1508092006;Koperasi Setia Karya;183/BH/Disperindagkop;11/09/2002;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
35;15;JAMBI;1508;150809;1508092004;Koperasi Unit Desa Bina Warga;906/BH/XV;06/09/1989;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
36;15;JAMBI;1508;150809;-;Koperasi Pertanian Karya Bhakti Husada;194/BH/KDK.53/1999;26/05/1999;-;-;TRUE;HERMANTO, SKM;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;JASA LAINNYA;-;-;0;0;2021;JANUARI;2023
37;15;JAMBI;1508;150809;-;Koperasi Perkebunan Sawit Lubuk Alai;04/BH/XV/1993;29/09/1993;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
38;15;JAMBI;1508;150809;1502112007;Koperasi Pertanian Usaha Sepakat;39/BH/KDK.53/1999;19/04/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
39;15;JAMBI;1508;150809;1508092015;Koperasi Unit Desa Tani Maju;703/BH/XV;05/02/1986;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
40;15;JAMBI;1508;150809;1508092013;Koperasi Unit Desa Mugi Rahayu;702/BH/XV;01/03/1986;-;-;TRUE;A JUFRI;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
41;15;JAMBI;1508;150809;1508092008;Koperasi Unit Desa Usaha Makmur;115/BH/KDK53/XII/1999;06/12/1999;-;-;TRUE;AGUS TRIYOSO;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
42;15;JAMBI;1508;150809;-;KOPERASI UNIT DESA KARYA MUKTI;701/BH/XV;03/05/1986;karyaharapanmukti@yahoo.com;www.kudkaryamukti.com;TRUE;RISWANTO ;Primer Kabupaten/Kota;Pemasaran;Kop. Perkebunan;JASA LAINNYA;Sangat Berkualitas (SB);Sehat;24;24;2022;JANUARI;2023
43;15;JAMBI;1508;150809;1508092014;Koperasi Unit Desa Jitu Mekar Jaya;691/BH/XV/1986;03/03/1986;-;-;TRUE;SUTARNO;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
44;15;JAMBI;1508;150809;1508092006;Koperasi Unit Desa Citra Makarti;510/BH/XV;02/04/1984;-;-;TRUE;SUPRIYADI;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
45;15;JAMBI;1508;150809;1508092012;Koperasi Unit Desa Usaha Bersama;697/BH/XV;25/04/1986;-;-;TRUE;ISKANDAR;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
46;15;JAMBI;1508;150809;1508092003;Koperasi Sawit Muara Kuamang;02/BH/KDK.53/IX/1998;09/09/1998;-;-;TRUE;H. ABAS HAMZAH;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
47;15;JAMBI;1508;150809;1508092005;Koperasi Unit Desa SARI MUKTI;574/BH/XV/1984;02/04/1984;-;-;TRUE;SURYANTO;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;3;2;2020;JANUARI;2023
48;15;JAMBI;1508;150809;1505092003;Koperasi Unit Desa Tunas Muda;625/BH/VII/85;02/07/1985;-;-;TRUE;WAGIMIN;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
49;15;JAMBI;1508;150809;1508092011;KOPERASI PEMASARAN SASPRI KUAMANG ABADI;AHU-0012334.AH.01.26.TAHUN 2021;22/09/2021;-;-;TRUE;-;Primer Kabupaten/Kota;Pemasaran;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
50;15;JAMBI;1508;150803;-;Koperasi Adiyaksa;668/BH/X/85;03/10/1985;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
51;15;JAMBI;1508;150803;-;Koperasi Bangun Karya;861/BH/VII/89;07/07/1989;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
52;15;JAMBI;1508;150803;1508111001;Koperasi Baugenfil;791/BH/XI/87;25/11/1987;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
53;15;JAMBI;1508;150803;1502042007;Koperasi Beringin;571/BH/XI/83;28/11/1983;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
54;15;JAMBI;1508;150803;-;Koperasi BRI;329/BH/III/77;21/03/1977;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
55;15;JAMBI;1508;150803;1508111001;Koperasi Bungo Nauli;71/BH/IV/99;24/04/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
56;15;JAMBI;1508;150803;1508111001;Koperasi Bungo Serumpun;107/BH/X/99;10/10/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
57;15;JAMBI;1508;150803;1502062005;Koperasi Bungo Tanjung;931/BH/III/91;03/03/1991;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
58;15;JAMBI;1508;150803;1508131001;Koperasi Diniyah;731/BH/X/86;10/10/1986;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
59;15;JAMBI;1508;150803;-;Koperasi Disamra;862/BH/VIII/89;08/08/1989;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
60;15;JAMBI;1508;150803;-;Koperasi Pegawai Negeri Fauna Lestari;1068/BH/XI/93;22/11/1993;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
61;15;JAMBI;1508;150803;-;Koperasi Harapan;240/BH/IX/73;09/09/1973;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
62;15;JAMBI;1508;150803;-;Koperasi Hibrida;443/BH/IV/81;04/04/1981;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
63;15;JAMBI;1508;150803;1508031008;Koperasi Hidup Bersama;319/BH/I/79;01/01/1979;-;-;TRUE;-;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
64;15;JAMBI;1508;150803;-;Koperasi Jaya Bersama M;3/BH/III/99;03/03/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
65;15;JAMBI;1508;150803;1508112006;Koperasi Karya Bakti;24/BH/IV/99;04/04/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
66;15;JAMBI;1508;150803;-;Koperasi Karya Bersama;762/BH/IV/87;04/04/1987;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
67;15;JAMBI;1508;150803;-;Koperasi Pegawai Negeri Akper;156/BH/KDK.53/2000;03/01/2000;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
68;15;JAMBI;1508;150803;1508031023;Koperasi Angkutan Kota Lintang;612/BH/IX/84;09/09/1984;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pepabri;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
69;15;JAMBI;1508;150803;1508031008;Koperasi Bakti Bersama;61/BH/IV/99;04/04/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
70;15;JAMBI;1508;150803;1508131001;Koperasi Bina Sejahtera;102/BH/VIII/99;08/08/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
71;15;JAMBI;1508;150803;1508031008;Koperasi Bungo Makmur;4/BH/III/99;03/03/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
72;15;JAMBI;1508;150803;-;Koperasi Dis. Sembako J;3/BH/IX/98;09/09/1998;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
73;15;JAMBI;1508;150803;1508131001;Koperasi Hasannudin Jaya;93/BH/V/99;05/05/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
74;15;JAMBI;1508;150803;1508131001;Koperasi Jaya Bersama;95/BH/V/99;05/05/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
75;15;JAMBI;1508;150803;1508031007;Koperasi Kel. Sejahtera;7/BH/X/98;10/10/1998;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
76;15;JAMBI;1508;150803;-;Koperasi Lintas Asri;66/BH/IV/99;04/04/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
77;15;JAMBI;1508;150803;1508031007;Koperasi Masy. Listrik;101/BH/VII/99;07/07/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
78;15;JAMBI;1508;150803;-;Koperasi Mina Terpadu;103/BH/IX/99;09/09/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Nelayan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
79;15;JAMBI;1508;150803;-;Koperasi Mitra Jaya;34/BH/IV/99;04/04/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
80;15;JAMBI;1508;150803;-;Koperasi Prima Usaha;140/BH/VII/00;07/07/2000;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Kepolisian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
81;15;JAMBI;1508;150803;1508031008;Koperasi Surya Lestari;130/BH/V/00;05/05/2000;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
82;15;JAMBI;1508;150803;-;Koperasi Swadek;21/BH/V/98;05/05/1998;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Angkatan Darat;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
83;15;JAMBI;1508;150803;-;Koperasi UPPKS Nuri;67/BH/IV/99;04/04/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Pemasaran;Kop. Pasar;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JANUARI;2023
84;15;JAMBI;1508;150803;-;Koperasi Usaha Mandiri;26/BH/VII/98;07/07/1998;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pepabri;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
85;15;JAMBI;1508;150803;1508031023;Koperasi Weredatama M;947/BH/XI/91;11/11/1991;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
86;15;JAMBI;1508;150803;1502042007;Koperasi Industri Kerajinan Rakyat (Kopinkra) Mekar;764/BH/V/87;05/05/1987;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
87;15;JAMBI;1508;150803;1508031008;Koperasi KUK Bakti Bersama;61/BH/IV/99;04/04/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
88;15;JAMBI;1508;150803;1508122003;Koperasi KUK Bito Sri Mandani;5/BH/III/99;03/03/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
89;15;JAMBI;1508;150803;1508112008;Koperasi Pertanian Lebak baning;25/BH/IV/99;04/04/1999;-;-;FALSE;HARUN;Primer Kabupaten/Kota;Konsumen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
90;15;JAMBI;1508;150803;-;Koperasi Pegawai Negeri DLLAJR;816/BH/XV;07/04/1988;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
91;15;JAMBI;1508;150803;1508122003;Koperasi Lotan Jaya;41/BH/IV/99;04/04/1999;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
92;15;JAMBI;1508;150803;-;Koperasi Ma. Bungo;310/BH/VI/74;06/06/1974;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
93;15;JAMBI;1508;150803;-;Koperasi Pegawai Negeri Pengadilan Negeri;415/BB/XV;02/07/1979;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
94;15;JAMBI;1508;150803;-;Koperasi PMD;554/BH/VII/83;07/07/1983;-;-;TRUE;-;Primer Kabupaten/Kota;Jasa;Kop. Angkutan Darat;TRANSPORTASI DAN PERGUDANGAN;-;-;0;0;-;JANUARI;2023
95;15;JAMBI;1508;150803;-;Primer Koperasi PBRI;448/BH/VI/81;06/06/1981;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JANUARI;2023
96;15;JAMBI;1508;150803;-;KOPERASI JASA KARTIKA YUDHA BHAKTI;203/BH/VI/72;06/06/1972;primkopkartikayudhabhakti@gmail.com;-;TRUE;-;Primer Kabupaten/Kota;Jasa;Kop. Angkatan Darat;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JANUARI;2023
97;15;JAMBI;1508;150803;-;Primer Koperasi Polisi;226/BH/XII/72;22/12/1972;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Kepolisian;JASA LAINNYA;-;-;0;0;-;JANUARI;2023
98;15;JAMBI;1508;150803;-;Koperasi PU. Seksi;219/BH/VIII/72;14/08/1972;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
99;15;JAMBI;1508;150803;-;Koperasi Puspa Ragam;76/BH/XII/94;20/12/1994;-;-;TRUE;-;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JANUARI;2023
