no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;nama_perusahaan;nib;tanggal_terbit_oss;status_penanaman_modal;flag_umk;uraian_jenis_perusahaan;alamat_perusahaan
31;15;JAMBI;1509;TEBO;KARYA MANDIRI JAMBU;2401230088863;01/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Dusun Bukit Kembang Jambu
32;15;JAMBI;1571;KOTA JAMBI;INDONESIA GREENFOOD MANUFAKTUR;2401230090896;01/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Sersan Anwar Bay, Rt 01, Kel. Bagan Pete, Kec. Alam Barajo, Kota Jambi, Jambi, 36361
33;15;JAMBI;1571;KOTA JAMBI;SAHABAT WISATA JAMBI;2501230011403;01/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan A. Thalib No. 30  
34;15;JAMBI;1509;TEBO;ANEKA MURAH TEBO;2501230077127;01/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Muara Tebo
35;15;JAMBI;1505;MUARO JAMBI;ASWIN WIDYA MANDIRI;2501230077353;01/25/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Lintas Jambi - Petaling Desa Kebon Ix  Kecamatan Sungai Gelam
36;15;JAMBI;1502;MERANGIN;SINAR MAS BENUA;2601230000569;01/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Desa Rawa Jaya
37;15;JAMBI;1505;MUARO JAMBI;JAYA PUTRA ISRA;2601230039486;01/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Marga Mulya, Sungai Bahar Kabupaten Muaro Jambi, No 66
38;15;JAMBI;1571;KOTA JAMBI;BAIK PRODUKTIF WIYATA;2601230052233;01/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Rd. Syahbudin Mayang Mangurai Komp. Villa Gading Mayang 
39;15;JAMBI;1571;KOTA JAMBI;ROYAL JAYA KONSTRUKSI;2701230033503;01/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Perumahan Pinang Merah  Jln Raden Sayuti Lorong Kenanga
40;15;JAMBI;1571;KOTA JAMBI;TELANAI BORTAM RENTCAR;2701230044538;01/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Yulius Usman No. 71 
41;15;JAMBI;1571;KOTA JAMBI;SANGKARA CONSULTING GROUP;2701230055441;01/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Prabu Siliwangi
42;15;JAMBI;1508;BUNGO;NUSANTARA TEKNIK LISTRIK ABADI;2801230017181;01/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Puyuh
43;15;JAMBI;1503;SAROLANGUN;USAHA ANSOR SAHABAT;2801230027882;01/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Ansorsahabat93@Gmail.Com
44;15;JAMBI;1505;MUARO JAMBI;AGENCYNDO SALMAN BERJAYA;2801230028861;01/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Rd Perang Pijoan
45;15;JAMBI;1505;MUARO JAMBI;ALAM TROPIS ASWAD;2801230030804;01/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Lintas Sungai Bahar
46;15;JAMBI;1571;KOTA JAMBI;JAVA MANDIRI GLOBAL;3001230011779;01/30/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl.Patimura Perum.Hamsari No.56
47;15;JAMBI;1505;MUARO JAMBI;DUA PUTRA AGRO;3001230078214;01/30/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Nyogan-Bahar
48;15;JAMBI;1509;TEBO;OMANDA BERKAH SEJAHTERA;3101230009003;01/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl.Kopra Blok F
49;15;JAMBI;1571;KOTA JAMBI;NADA SALWA TOUR PERKASA;3101230066234;01/31/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Kh. Mas Mansyur No. 17-18
50;15;JAMBI;1506;TANJUNG JABUNG BARAT;MUTIARA GLOBAL JARINGAN;0102230033828;02/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Lintas Timur Km. 157
51;15;JAMBI;1571;KOTA JAMBI;MUSA MAY SYAKA;0102230052469;02/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Sutan Syahrir
52;15;JAMBI;1571;KOTA JAMBI;ROSSY SERVICE MANDIRI;0102230078494;02/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl.Tp .Sriwijaya No.74
53;15;JAMBI;1509;TEBO;SOLUSI GAMBAR UTAMA;0102230082375;02/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Muara Tebo
54;15;JAMBI;1508;BUNGO;BIMA INTERIOR ABIMANYU;0302230074345;02/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Ali Sudin
55;15;JAMBI;1503;SAROLANGUN;SAROJA BUMI SENTOSA;0502230001493;02/05/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Gn Kembang Sarolangun Jambi Indonesia 37481
56;15;JAMBI;1505;MUARO JAMBI;ELKUPA NAHYAN OZARA;0602230047192;02/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Dusun Kebun Duren
57;15;JAMBI;1506;TANJUNG JABUNG BARAT;MONERA DELLAROSA ALHUDA;0702230066508;02/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Tanjung Tayas
58;15;JAMBI;1571;KOTA JAMBI;MITRA MAKMUR SERVICES;0802230013793;02/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Sentot Alibasa No.88 
59;15;JAMBI;1571;KOTA JAMBI;JAMBI DIGITAL MEDIATAMA;0902230026383;02/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Brigjen Katamso No. 53
60;15;JAMBI;1507;TANJUNG JABUNG TIMUR;REZEKI SRI SEJAHTERA;0902230078539;02/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl Kopra
61;15;JAMBI;1502;MERANGIN;NUSANTARA INDO PASIFIK JAYA RAYA;0902230086233;02/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Desa Sialang
62;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SUMATERA COCONUT ISLAND INDONESIA;1002230002576;02/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl Segara
63;15;JAMBI;1571;KOTA JAMBI;KOSERA INDAH SEJAHTERA;1002230076841;02/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Komplek Setia Negara E.16
64;15;JAMBI;1504;BATANGHARI;BENTO MAPAN GROUP;1202230000385;02/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Lintas Jambi-Ma.Bungo
65;15;JAMBI;1571;KOTA JAMBI;NGEPACK INDONESIA GROUP;1402230002494;02/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl Iswahyudi No. 115
66;15;JAMBI;1502;MERANGIN;TOMBO TRESNO BERKAH;1402230092156;02/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl Kesehatan
67;15;JAMBI;1571;KOTA JAMBI;MORNING TEES INDONESIA;1402230095396;02/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Kopral Umar, Perumahan Jambi Garden Regency Depan No, A10  
68;15;JAMBI;1571;KOTA JAMBI;PHOTOINID SADAWIRA UTAMA;1502230054717;02/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Depati Parbo
69;15;JAMBI;1571;KOTA JAMBI;RAEVAN PERKASA GRUP;1502230098832;02/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl.Kapten A Hasan 
70;15;JAMBI;1509;TEBO;SYAID JAYA BERSAMA;1502230110908;02/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Sungai Bengkal
71;15;JAMBI;1508;BUNGO;BUNGO SMART CITY;1602230066036;02/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Batang Tebo
72;15;JAMBI;1509;TEBO;NIGUPAMAS DATUK TINGKAI;1602230106097;02/16/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Dusun Bukit Kembang Iii
73;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SYAMS AIR BERKAH;1802230008203;02/18/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Talang Babat
74;15;JAMBI;1571;KOTA JAMBI;ZIN EGA STUDIO;1902230030276;02/19/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl Sultan Syahril 
75;15;JAMBI;1505;MUARO JAMBI;DBLED MULTIMEDIA PRODUCTION;2202230006183;02/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl Lrg Ampera Blok I-04
76;15;JAMBI;1506;TANJUNG JABUNG BARAT;ANUGRAH MURNI SENTOSA;2202230096813;02/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN; Jl. Nusa Indah
77;15;JAMBI;1509;TEBO;JAMBI MULTIMEDIA GROUP;2202230103425;02/22/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl Tebo - Bungo Km 4 Perumahan Tebo Makmur
78;15;JAMBI;1504;BATANGHARI;BELLA KREASI MANDIRI;2302230074088;02/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Pramuka Perumnas
79;15;JAMBI;1571;KOTA JAMBI;ARRU JAYA MEDIA;2302230084416;02/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Perum Kebun Mas 1
80;15;JAMBI;1502;MERANGIN;TYAGA JAYA ABADI;2402230001929;02/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Poros Margoyoso - Hitam Ulu
81;15;JAMBI;1508;BUNGO;UMROH COD BUNGO;2402230053378;02/24/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Baharudin Yahya
82;15;JAMBI;1502;MERANGIN;MSA GROUP BUSINESS;2702230091284;02/27/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Perumahan Puri Kencana 2
83;15;JAMBI;1571;KOTA JAMBI;KEMAS KONSULTAN PERIZINAN;2802230042628;02/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Kasturi
84;15;JAMBI;1571;KOTA JAMBI;IDRUS BERJAYA CEMERLANG;2802230087272;02/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Dr. Tazar, Perumahan Permata Citra 4 Blok U.01
85;15;JAMBI;1502;MERANGIN;IFQ YAKUSA GENERATION;0103230083344;03/01/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Desa Pasar Masurai Kecamatan Lembah Masurai Kab Merangin Prov Jambi
86;15;JAMBI;1571;KOTA JAMBI;PRANATA MAJU BERSAMA;0303230075663;03/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Elang 2, Gang Elang No. 01
87;15;JAMBI;1571;KOTA JAMBI;TIRTA CHAVA GAHARU;0403230015882;03/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jln Hayam Wuruk 
88;15;JAMBI;1571;KOTA JAMBI;CANDI SUKSES BERSAMA;0603230043266;03/06/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Komplek Garuda Tiga Jaya
89;15;JAMBI;1571;KOTA JAMBI;SALIM MEDIA INDONESIA;0803230055453;03/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. H. Ibrahim Lr. Budaya No. 9 Rt. 21 Kel. Rawasari Kec. Alam Barajo, Jambi 36125
90;15;JAMBI;1571;KOTA JAMBI;MARRUJI ROULI TEKNIK;0903230112503;03/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Sidomuncul Ii Vila Nus Blok D. 5
91;15;JAMBI;1571;KOTA JAMBI;AGUS CENTRAL SERVICE;1103230007449;03/11/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Gajah Mada Lrg Tunas Abadi No. 43
92;15;JAMBI;1571;KOTA JAMBI;BADAN PERIZINAN INDONESIA;1203230020096;03/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Lingkar Barat Ii (Griya Idaman) No. 98
93;15;JAMBI;1571;KOTA JAMBI;ASSALAM BASYAR INDONESIA;1303230086936;03/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Orang Kayo Pingai
94;15;JAMBI;1571;KOTA JAMBI;SEMESTA MANDIRI BERKARYA;1303230100063;03/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Mayor Kartawirana No.02
95;15;JAMBI;1508;BUNGO;SINAR KUAMANG TECHNOLOGY;1403230000041;03/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Sekampil
96;15;JAMBI;1503;SAROLANGUN;MUMTAZ FAMILY TRANSPORT;1403230011574;03/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Sungai Batu
97;15;JAMBI;1503;SAROLANGUN;MAFAZA EPHRAIM TRANSPORT;1403230079715;03/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Sungai Batu
98;15;JAMBI;1508;BUNGO;ASTA BERKAH UTAMA;1403230116795;03/14/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl.Lintas Asri
99;15;JAMBI;1502;MERANGIN;MEDIA AZVI LIBAS GROUP;1503230014216;03/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Salam Buku
100;15;JAMBI;1503;SAROLANGUN;TRIDHAYA MULIA ABADI;1503230038994;03/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl.Raya Sarolangun - Jambi 
101;15;JAMBI;1502;MERANGIN;FITROM RAYA FJB;1503230096886;03/15/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Simpang Seling Jalan Tabir Barat Km 0 
102;15;JAMBI;1504;BATANGHARI;RATUMAS BERKAH MANDIRI;1903230002974;03/19/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jangga Baru
103;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SURYA AGRO INDONESIA;1903230027941;03/19/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jumantan Rimbo
104;15;JAMBI;1508;BUNGO;BERBELIAN KARYA INDONESIA;2103230058809;03/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Graha Sungai Buluh Indah Blok A No 1
105;15;JAMBI;1504;BATANGHARI;ZEACORP AMANAH INDONESIA;2103230100747;03/21/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Penerokan, Rt/Rw 026/000, Kel/Desa Penerokan, Kecamatan Bajubang
106;15;JAMBI;1502;MERANGIN;AGROTANI MANDIRI INDONESIA;2303230029045;03/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Sungai Putih
107;15;JAMBI;1508;BUNGO;BINTANG SEMBILAN SUMATERA;2303230039994;03/23/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Kampung Sirih Sijunjung
108;15;JAMBI;1506;TANJUNG JABUNG BARAT;MRPRINTING SERVICE AND ADVERTISING;2803230002015;03/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Beringin
109;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SULTAN ATLANTIK SEJAHTERA;2803230083673;03/28/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Imam Bonjol 
110;15;JAMBI;1506;TANJUNG JABUNG BARAT;DEL LILYS TECHNOLOGY SOLUTION;2903230003989;03/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Kapt. Piere Tendean
111;15;JAMBI;1503;SAROLANGUN;TIGA PUTRA HANDAYANI SENTOSA;2903230026671;03/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Lintas Sumatera Km.02
112;15;JAMBI;1571;KOTA JAMBI;AZZAM TECHNOLOGI MANDIRI;2903230077767;03/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Barau - Barau Ii
113;15;JAMBI;1571;KOTA JAMBI;GIO LIN GROUP;2903230086464;03/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jln. Sultan Agung Tirtayasa
114;15;JAMBI;1505;MUARO JAMBI;NIAGA RAYA JAMBI;2903230089052;03/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Jambi - Muara Bulian Km. 15
115;15;JAMBI;1503;SAROLANGUN;BARA MEDIA INDEPENDEN;2903230089941;03/29/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Perumahan Villa Gading
116;15;JAMBI;1571;KOTA JAMBI;BINTANG NUSANTARA JAMBEE;3003230081138;03/30/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl Ud Sunaryo
117;15;JAMBI;1505;MUARO JAMBI;AZZKIN BAHARI SERVICE;0204230010275;04/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Perumahan Villa Gajah Mass Ii Blok B-08
118;15;JAMBI;1504;BATANGHARI;BIG CENTRAL TEKNIK;0204230013638;04/02/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Sungai Buluh
119;15;JAMBI;1571;KOTA JAMBI;GLADIOS BEAUTE INDONESIA;0304230010366;04/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Orang Kayo Pingai No.58
120;15;JAMBI;1571;KOTA JAMBI;PUNYA RUMAH INDONESIA;0304230041598;04/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Prabu Siliwangi No. 221
121;15;JAMBI;1571;KOTA JAMBI;MADJOE TANI PRIBUMI;0304230046028;04/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Pertdabas 
122;15;JAMBI;1571;KOTA JAMBI;DAPOER SUNDA CEU NUR;0304230051173;04/03/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl.H.Adam Malik 
123;15;JAMBI;1508;BUNGO;ANWA TEKNINDO UTAMA;0404230060069;04/04/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Btn Bungo Makmur
124;15;JAMBI;1505;MUARO JAMBI;AHM SEJAHTERA MANDIRI;0704230021613;04/07/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;1 Jln Agus Salim , Lorong Cempaka 2 Blok Ak 4
125;15;JAMBI;1572;Kota Sungai Penuh;SIGINDO SAKTI NUSANTARA;0804230000756;04/08/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Pancasila No 82
126;15;JAMBI;1571;KOTA JAMBI;JAMBI SUKSES MULTIMEDIA;0904230003479;04/09/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jln. Ks Tubun No 34 C
127;15;JAMBI;1509;TEBO;SINAR JAYA ALVAKHA;1004230073254;04/10/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl.Pahlawan No.88
128;15;JAMBI;1501;KERINCI;SINERGI FOOD BEVERAGE INDONESIA;1204230042125;04/12/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Hamparan Pugu Desa Hamparan Pugu Kecamatan Air Hangat Barat, Kabupaten Kerinci Provinsi Jambi 37166
129;15;JAMBI;1502;MERANGIN;NUR JAYA KOSMETIK;1304230045989;04/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Talang Kawo
130;15;JAMBI;1571;KOTA JAMBI;HUMAIRA PERSADA FARM;1304230049227;04/13/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Perumahan Permata Land Jl Swadaya Raya
131;15;JAMBI;1505;MUARO JAMBI;LITERASI SAINS NUSANTARA;1704230001443;04/17/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jl. Jalur 2A Unit 4
132;15;JAMBI;1571;KOTA JAMBI;SAHABAT PIKDO TEKNIK;2604230062744;04/26/2023;PMDN;UMK;PERSEROAN TERBATAS (PT) PERORANGAN;Jalan Jendral Sudirman
